# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\castlevaniaEdit.png	176	224	248
20	textures\enemies.png	116	116	116
30	textures\map1\tilemap1.png	176	224	248
10	textures\item.png	116	116	116
40	textures\scores.png	176	224	248
50	textures\blood.png	176	224	248

# id	left	top	right	bottom	texture_id
[SPRITES]
# SIMON
# idle right
10001	164	41	180	71	0
# walk right
10002	206	40	218	71	0
10003	244	41	259	71	0
# idle left
10011	124	41	140	71	0
# walk left
10012	86	40	98	71	0
10013	45	41	60	71	0
# die
10099	36	8	68	23	0
# jump and sit right
10004	284	36	300	67	0
# jump and sit left
10014	4	36	20	67	0
# attack right
10005	160	201	184	231	0
10006	204	201	220	231	0
10007	241	201	263	230	0
# attack left
10015	120	201	144	231	0
10016	84	201	100	231	0
10017	41	201	63	230	0
# sit attack right
10008	160	472	188	503	0
10009	210	476	228	507	0
10010	242	477	265	507	0
# sit attack left
10018	116	472	142	503	0
10019	76	476	94	507	0
10020	39	477	62	507	0
# level up right
10021	164	43	180	73	0
10022	164	123	180	153	0
10023	164	83	180	113	0
10024	164	163	180	193	0
10025	279	84	295	114	0
# level up left
10031	124	43	140	73	0
10032	124	123	140	153	0
10033	124	83	140	113	0
10034	124	163	140	193	0
10035	11	84	27	114	0

# WHIP
# right attack lv1
10051	148	245	164	271	0
10052	196	245	212	263	0
10053	238	243	292	254	0
# left attack lv1
10054	98	245	155	271	0
10055	42	245	95	263	0
10056	10	243	34	254	0
# right attack lv2
10061	148	325	164	351	0
10062	196	325	212	343	0
10063	238	323	309	338	0
# left attack lv2
10064	78	325	155	351	0
10065	140	530	207	550	0
10066	0	528	40	540	0
# right attack lv3
10071	148	365	164	391	0
10072	196	365	212	383	0
10073	238	363	309	378	0
# left attack lv3
10074	78	365	155	391	0
10075	140	560	207	580	0
10076	0	558	40	570	0
# right attack lv4
10081	148	405	164	431	0
10082	196	405	212	443	0
10083	238	403	309	418	0
# left attack lv4
10084	78	405	155	431	0
10085	140	600	207	620	0
10086	0	598	40	610	0
# right attack lv5
10091	148	445	164	471	0
10092	196	445	212	483	0
10093	238	443	309	458	0
# left attack lv5
10094	78	445	155	471	0
10095	140	640	207	660	0
10096	0	638	40	658	0

# WHIP EFFECT
10097	139	1	147	17	10

# DIE EFFECT
30003	218	57	226	73	10
30004	227	57	235	73	10
30005	236	57	244	73	10

#TORCH
30001	175	1	191	33	10
30002	192	1	208	33	10

#ITEM
#item whip
30006	1	1	17	17	10
#item knife
#--right
30007	2	87	18	103	10
#--left
30008	1	18	17	34	10
#item axe
#--right
30009	2	105	18	121	10
#--left
30010	18	18	34	34	10
#item bomerang
30011	52	18	68	34	10
30012	69	18	85	34	10
30013	86	18	102	34	10
#item heart
#--small
30014	18	1	26	9	10
#--bigger
30015	27	1	43	17	10
#item fire
30016	35	18	51	34	10
#item axe
30017	25	102	41	118	10
30018	42	102	58	118	10
30019	59	102	75	118	10
30020	76	102	92	118	10

#CANDLE
30021	157	1	165	17	10
30022	166	1	174	17	10

#ENEMIES
#====ARMY=====
#left
30030	433	28	449	60	20
30031	416	28	432	60	20
30032	399	28	415	60	20
#right
30033	481	29	499	61	20
30034	498	29	514	61	20
30035	515	29	531	61	20

#TILEMAP
20000	0	0	32	32	30
20001	32	0	64	32	30
20002	64	0	96	32	30
20003	96	0	128	32	30
20004	128	0	160	32	30
20005	160	0	192	32	30
20006	0	32	32	64	30
20007	32	32	64	64	30
20008	64	32	96	64	30
20009	96	32	128	64	30
20010	128	32	160	64	30
20011	160	32	192	64	30
20012	0	64	32	96	30
20013	32	64	64	96	30
20014	64	64	96	96	30

						
#SCORES
20099	0	0	320	40	40
# blood simon
20098	0	0	5	7	50
# blood boss
20097	0	7	5	14	50
# blood
20096	5	0	10	7	50

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ====SIMON========
# idle right
400	10001	100
# idle left
401	10011	100
# walk right
500	10001	100	10002	100	10003	100
# walk left
501	10011	100	10012	100	10013	100
# jump and sit right
600	10004	100
# jump and sit left
601	10014	100
# attack right
700	10005	100	10006	100	10007	100
# attack left
701	10015	100	10016	100	10017	100
# die 
599	10099	100
# sit attack right
702	10008	100	10009	100	10010	100
# sit attack left
703	10018	100	10019	100	10020	100
# level up right
704	10021	100	10022	100	10023	100	10024	100	10025	100
# level up left
705	10031	100	10032	100	10033	100	10034	100	10035	100

# ====WHIP=======
# attack right lv1
750	10051	100	10052	100	10053	100
# attack left lv1
751	10054	100	10055	100	10056	100
# attack right lv2
752	10061	100	10062	100	10063	100
# attack left lv2
753	10064	100	10065	100	10066	100
# attack right lv3
754	10071	100	10072	100	10073	100
# attack left lv3
755	10074	100	10075	100	10076	100
# attack right lv4
756	10081	100	10082	100	10083	100
# attack left lv4
757	10084	100	10085	100	10086	100
# attack right lv5
758	10091	100	10092	100	10093	100
# attack left lv5
759	10094	100	10095	100	10096	100

# EFFECT
# hit effect
898	10097	100
# die effect
899	30003	100	30004	100	30005	100

# ==== ITEM ======
#whip lv 2
801	30006	100
#knife
#--right
802	30007	100
#--left
803	30008	100
#axe
#--item
804	30017	100
#--attack
805	30017	100	30018	100	30019	100	30020	100
#bomerang
810	30011	100
806	30011	100	30012	100	30013	100
#small heart
807	30014	100
#big heart
808	30015	100
#fire
809	30016	100

# ==== TORCH =====
800	30001	100	30002	100

# ==== CANDLE =====
810	30021	100	30022	100

# ==== ENEMIES =====
# army
# walk left
811	30030	100	30031	100	30032	100
# walk right
812	30033	100	30034	100	30035	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# SIMON
1	400	401	500	501	600	601	600	601	700	701	599	702	703	704	705
# WHIP
49	750	751	752	753	754	755	756	757	758	759
# EFFECT
46	898	899
# TORCH
2	801	802	804	810	807	808	809	800
# WEAPON
48	802	803	805	806	809	
# ITEM
#47	801	802	804	810	807	808	809
# CANDLE
45	801	802	804	810	807	808	809	810
# ENEMIES
# ARMY
39	801	802	804	810	807	808	809	811	812

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 99 = Bricks, 2 = Goomba, 3 = Koopas, 4 = torch, 5 = item
# SIMON
# type	x	y	ani_set_id
0	17	100	1

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	36	49	0	55	72	2

# BRICKS
# type	l	t	ani_set_id	r	b
99	0	197	0	240	190
99	0	84	0	32	148
99	32	101	0	158	115
99	0	0	0	14	83
99	224	20	0	255	211
99	177	134	0	224	147

# ENEMIES
# type	x	y	ani_set_id	item
# --ARMY
10	50	70	39	5

[MAP]
# width height
320	192

# tilemap
0	3	4	4	13	8	3	5	5	5
0	3	4	13	4	2	3	5	5	5
5	9	14	10	11	4	3	5	5	5
5	3	2	4	4	12	9	5	5	5
6	3	4	4	13	4	8	5	5	5
7	9	10	14	11	11	10	5	5	5



